Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05200:Pathways in cancer	16	4.86322188449848	8.0840745422107E-4	114, 5599, 2149, 5734, 3091, 2263, 5727, 7042, 2259, 3918, 4286, 8313, 7423, 7048, 1612, 3576	106	393	6910	2.653992030342311	0.14312931877314883	0.14312931877314883	1.0009751562274238
KEGG_PATHWAY	hsa04350:TGF-beta signaling pathway	7	2.127659574468085	0.0016620154056287213	7042, 83729, 10468, 1634, 7048, 130399, 7057	106	84	6910	5.432389937106918	0.2721854733458251	0.1468795356726138	2.047910132620079
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	6	1.82370820668693	0.01064549734608029	7042, 3127, 6364, 284, 3383, 3576	106	88	6910	4.444682675814751	0.870514984097815	0.4940901076701725	12.465195265134632
KEGG_PATHWAY	hsa04514:Cell adhesion molecules (CAMs)	7	2.127659574468085	0.020697047303067637	57863, 3127, 3696, 214, 10686, 9075, 3383	106	142	6910	3.213526441668881	0.9815855303924048	0.631625292857724	22.90724736509391
KEGG_PATHWAY	hsa05146:Amoebiasis	6	1.82370820668693	0.022255252375457155	7042, 735, 3918, 5275, 87, 3576	106	106	6910	3.689925240299039	0.9864147103753292	0.5767336137318164	24.419320025110423
KEGG_PATHWAY	hsa00980:Metabolism of xenobiotics by cytochrome P450	5	1.5197568389057752	0.02572468265230744	1572, 22977, 2947, 1545, 6822	106	74	6910	4.40464048954615	0.993110230045087	0.563784807724241	27.688574130780687
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	8	2.43161094224924	0.03063883242148171	5465, 491, 114, 5599, 2149, 1813, 5727, 4881	106	198	6910	2.633886030112445	0.9973772733177284	0.5721904909771531	32.09700354606454
KEGG_PATHWAY	hsa04510:Focal adhesion	8	2.43161094224924	0.03683184816019073	10298, 3918, 5599, 3696, 7423, 857, 87, 7057	106	206	6910	2.5315991939915734	0.9992289123872161	0.5917859335299513	37.30054526597758
KEGG_PATHWAY	hsa05144:Malaria	4	1.21580547112462	0.03793528553642826	7042, 7057, 3383, 3576	106	49	6910	5.321524836349634	0.9993805322565461	0.5598936517778786	38.1882441319497
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	8	2.43161094224924	0.04021902042179696	2259, 114, 2149, 7423, 2263, 1813, 284, 7057	106	210	6910	2.4833782569631624	0.9996065599541875	0.5434505160773289	39.988875069554695
KEGG_PATHWAY	hsa04923:Regulation of lipolysis in adipocytes	4	1.21580547112462	0.052934439810452386	114, 155, 11343, 4881	106	56	6910	4.65633423180593	0.9999691973286582	0.6110697962819645	49.162817983174364
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	8	2.43161094224924	0.06019281330436461	7042, 10563, 6364, 7423, 7048, 56477, 57007, 3576	106	230	6910	2.2674323215750616	0.9999929139617338	0.6277223551388226	53.80256528813524
KEGG_PATHWAY	hsa05210:Colorectal cancer	4	1.21580547112462	0.06772794413414748	7042, 5599, 8313, 7048	106	62	6910	4.205721241631163	0.9999984771772582	0.6431288102211521	58.20460152306144
KEGG_PATHWAY	hsa03320:PPAR signaling pathway	4	1.21580547112462	0.08133553653691156	5465, 79966, 1374, 9370	106	67	6910	3.891861447479583	0.9999999081728428	0.6856922559976895	65.19084726515709
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	7	2.127659574468085	0.08336312560848466	7042, 4060, 3091, 1634, 857, 5727, 7057	106	200	6910	2.2816037735849055	0.9999999397871909	0.6698996947858493	66.13456379739259
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	4	1.21580547112462	0.09002462428082038	5465, 5599, 1374, 9370	106	70	6910	3.725067385444744	0.9999999850493079	0.675722862166578	69.07195070717759
KEGG_PATHWAY	hsa04144:Endocytosis	8	2.43161094224924	0.09696652947920101	7042, 2348, 2149, 2263, 7048, 857, 50807, 155	106	258	6910	2.021354395202574	0.9999999965371404	0.6820786464328781	71.88218306430059
KEGG_PATHWAY	hsa00350:Tyrosine metabolism	3	0.911854103343465	0.09848879428228997	7299, 3081, 2184	106	35	6910	5.587601078167116	0.9999999974910864	0.6671920820284729	72.46614567021257
